APC,Provider State,Outpatient Services,Average Estimated Submitted Charges,Average Total Payments
0267 - Level III Diagnostic and Screening Ultrasound,KS,14002,953.0813698,142.232264
0267 - Level III Diagnostic and Screening Ultrasound,KY,33500,982.8885197,139.1526896
0267 - Level III Diagnostic and Screening Ultrasound,LA,19517,931.5789174,137.0228806
0267 - Level III Diagnostic and Screening Ultrasound,MA,42803,921.9482894,184.0157872
0267 - Level III Diagnostic and Screening Ultrasound,ME,10040,703.9000966,147.4808367
0267 - Level III Diagnostic and Screening Ultrasound,MI,58474,726.3219311,149.3651204
0267 - Level III Diagnostic and Screening Ultrasound,MN,18448,769.751611,158.6199317
0267 - Level III Diagnostic and Screening Ultrasound,MO,41328,1002.56975,142.1824141
0267 - Level III Diagnostic and Screening Ultrasound,MS,17307,1093.917516,135.7575172
0267 - Level III Diagnostic and Screening Ultrasound,MT,3588,736.4339047,154.4673802
0267 - Level III Diagnostic and Screening Ultrasound,NC,38645,841.186316,143.2612154
0267 - Level III Diagnostic and Screening Ultrasound,ND,5677,577.5068275,153.030155
0267 - Level III Diagnostic and Screening Ultrasound,NE,11259,1100.354257,147.6083604
0267 - Level III Diagnostic and Screening Ultrasound,NH,8971,951.4986334,163.5099911
0267 - Level III Diagnostic and Screening Ultrasound,NJ,40219,1567.156746,170.8533512
0267 - Level III Diagnostic and Screening Ultrasound,NM,5318,921.8140523,148.9776232
0267 - Level III Diagnostic and Screening Ultrasound,NV,5916,1421.728041,159.2698428
0267 - Level III Diagnostic and Screening Ultrasound,NY,40982,1014.899518,161.0714619
0267 - Level III Diagnostic and Screening Ultrasound,OH,72062,1037.281497,143.2621976
0267 - Level III Diagnostic and Screening Ultrasound,OK,19839,921.7717481,140.0793896
0267 - Level III Diagnostic and Screening Ultrasound,OR,10268,860.6542783,162.7032382
0267 - Level III Diagnostic and Screening Ultrasound,PA,82317,1354.817195,147.2651437
0267 - Level III Diagnostic and Screening Ultrasound,RI,4763,1121.034327,161.7841864
0267 - Level III Diagnostic and Screening Ultrasound,SC,30914,1166.264123,141.9640341
0267 - Level III Diagnostic and Screening Ultrasound,SD,6697,757.3259474,155.3502479
0267 - Level III Diagnostic and Screening Ultrasound,TN,36782,958.5660394,137.9735468
0267 - Level III Diagnostic and Screening Ultrasound,TX,80330,1309.677411,144.426121
0267 - Level III Diagnostic and Screening Ultrasound,UT,4803,627.6722028,144.730964
0267 - Level III Diagnostic and Screening Ultrasound,VA,39125,1045.225025,144.9140907
0267 - Level III Diagnostic and Screening Ultrasound,VT,3231,1312.939975,156.8678211
0267 - Level III Diagnostic and Screening Ultrasound,WA,22709,1163.347701,160.2467251
0267 - Level III Diagnostic and Screening Ultrasound,WI,17206,916.7620958,149.1291294
0267 - Level III Diagnostic and Screening Ultrasound,WV,14305,734.7203251,135.3858043
0267 - Level III Diagnostic and Screening Ultrasound,WY,1239,854.5406457,157.8689911
0269 - Level II Echocardiogram Without Contrast,AK,1394,1851.727131,454.1060976
0269 - Level II Echocardiogram Without Contrast,AL,24142,1850.594512,346.1896388
0269 - Level II Echocardiogram Without Contrast,AR,25691,1805.552841,360.215906
0269 - Level II Echocardiogram Without Contrast,AZ,20065,2297.649716,395.893378
0269 - Level II Echocardiogram Without Contrast,CA,95877,3282.764956,467.1308786
0269 - Level II Echocardiogram Without Contrast,CO,23905,2590.774677,394.935462
0269 - Level II Echocardiogram Without Contrast,CT,23190,1842.172511,449.5056887
0269 - Level II Echocardiogram Without Contrast,DC,3623,1486.246754,401.5666685
0269 - Level II Echocardiogram Without Contrast,DE,6698,1863.066274,404.3748179
0269 - Level II Echocardiogram Without Contrast,FL,82998,2353.552901,371.3766334
0269 - Level II Echocardiogram Without Contrast,GA,54051,1705.890391,371.5510995
0269 - Level II Echocardiogram Without Contrast,HI,4060,1557.980899,419.9734778
0269 - Level II Echocardiogram Without Contrast,IA,14586,1560.110671,379.4681277
0269 - Level II Echocardiogram Without Contrast,ID,8919,1332.578132,377.6596334
0269 - Level II Echocardiogram Without Contrast,IL,94215,2351.832499,389.6009361
0269 - Level II Echocardiogram Without Contrast,IN,42058,1781.771714,374.0875931
0269 - Level II Echocardiogram Without Contrast,KS,18834,1888.686242,367.9957141
0269 - Level II Echocardiogram Without Contrast,KY,44031,1984.110011,357.5043397
0269 - Level II Echocardiogram Without Contrast,LA,16528,1791.706401,353.2689121
0269 - Level II Echocardiogram Without Contrast,MA,47458,1393.853993,474.4877348
0269 - Level II Echocardiogram Without Contrast,ME,13395,1109.425485,379.3713527
0269 - Level II Echocardiogram Without Contrast,MI,70652,1240.526143,385.2355193
0269 - Level II Echocardiogram Without Contrast,MN,30040,1546.366032,408.6290017
0269 - Level II Echocardiogram Without Contrast,MO,47842,2087.864926,365.9569215
0269 - Level II Echocardiogram Without Contrast,MS,18831,2096.391537,350.3838676
0269 - Level II Echocardiogram Without Contrast,MT,6521,1379.742283,400.3058948
0269 - Level II Echocardiogram Without Contrast,NC,59308,1598.68216,366.6116687
0269 - Level II Echocardiogram Without Contrast,ND,6371,893.6045221,394.0590692
0269 - Level II Echocardiogram Without Contrast,NE,14496,1685.73915,379.2854008
0269 - Level II Echocardiogram Without Contrast,NH,14036,1893.584083,421.6748532
0269 - Level II Echocardiogram Without Contrast,NJ,45514,2537.273248,437.5042679
0269 - Level II Echocardiogram Without Contrast,NM,6003,1933.423713,385.0009062
0269 - Level II Echocardiogram Without Contrast,NV,9005,3360.587535,410.8691038
0269 - Level II Echocardiogram Without Contrast,NY,49089,1677.413203,417.2928289
0269 - Level II Echocardiogram Without Contrast,OH,75592,2248.175831,369.3443413
0269 - Level II Echocardiogram Without Contrast,OK,34121,1590.410831,359.8951798
0269 - Level II Echocardiogram Without Contrast,OR,16082,1582.49384,416.3379113
0269 - Level II Echocardiogram Without Contrast,PA,80049,2461.342459,378.36983
0269 - Level II Echocardiogram Without Contrast,RI,3226,1748.340856,419.6243149
0269 - Level II Echocardiogram Without Contrast,SC,26739,1821.126469,364.883165
0269 - Level II Echocardiogram Without Contrast,SD,5786,1673.481746,401.8815347
0269 - Level II Echocardiogram Without Contrast,TN,51201,1914.067416,354.960833
0269 - Level II Echocardiogram Without Contrast,TX,89083,2523.663141,371.7164278
0269 - Level II Echocardiogram Without Contrast,UT,11696,1265.684843,371.3455626
0269 - Level II Echocardiogram Without Contrast,VA,40991,1955.290832,370.6662819
0269 - Level II Echocardiogram Without Contrast,VT,4846,1611.51213,406.9302435
0269 - Level II Echocardiogram Without Contrast,WA,30499,2128.402506,413.2247333
0269 - Level II Echocardiogram Without Contrast,WI,29730,1951.551461,385.3931201
0269 - Level II Echocardiogram Without Contrast,WV,10120,1364.234475,346.2226838
0269 - Level II Echocardiogram Without Contrast,WY,2319,1716.551871,401.352984
0270 - Level III Echocardiogram Without Contrast,AK,84,3316.815476,663.6605952
0270 - Level III Echocardiogram Without Contrast,AL,861,3084.005761,509.3663415
0270 - Level III Echocardiogram Without Contrast,AR,3275,1289.810653,531.3014382
0270 - Level III Echocardiogram Without Contrast,AZ,1692,3365.275946,574.1897281
0270 - Level III Echocardiogram Without Contrast,CA,5781,4651.12347,689.629597
0270 - Level III Echocardiogram Without Contrast,CO,2354,2401.688738,581.2705055
0270 - Level III Echocardiogram Without Contrast,CT,1041,3115.659212,656.1309702
0270 - Level III Echocardiogram Without Contrast,DC,134,3458.751791,591.6629851
0270 - Level III Echocardiogram Without Contrast,DE,452,2599.145642,595.9705752
0270 - Level III Echocardiogram Without Contrast,FL,5181,4025.981785,546.8960239
0270 - Level III Echocardiogram Without Contrast,GA,1999,2431.632786,550.4129415
0270 - Level III Echocardiogram Without Contrast,HI,116,2266.902931,627.9039655
0270 - Level III Echocardiogram Without Contrast,IA,618,2648.223366,554.6575405
0270 - Level III Echocardiogram Without Contrast,ID,536,1815.441866,559.4954664
0270 - Level III Echocardiogram Without Contrast,IL,5940,3322.520594,577.7184983
0270 - Level III Echocardiogram Without Contrast,IN,2137,3271.166149,548.1719513
0270 - Level III Echocardiogram Without Contrast,KS,682,2953.035792,539.7701026
0270 - Level III Echocardiogram Without Contrast,KY,1262,2510.513479,529.918851
0270 - Level III Echocardiogram Without Contrast,LA,864,2539.150012,524.5958449
0270 - Level III Echocardiogram Without Contrast,MA,1286,2319.687589,697.2922784
0270 - Level III Echocardiogram Without Contrast,ME,686,1764.109271,561.0703499
0270 - Level III Echocardiogram Without Contrast,MI,6584,1668.564766,572.6769304
0270 - Level III Echocardiogram Without Contrast,MN,4058,2846.033721,589.5822523
0270 - Level III Echocardiogram Without Contrast,MO,3300,2707.613597,535.1321576
0270 - Level III Echocardiogram Without Contrast,MS,615,2808.418683,524.4070081
0270 - Level III Echocardiogram Without Contrast,MT,1068,1367.798773,601.0762266
0270 - Level III Echocardiogram Without Contrast,NC,4452,1998.41485,544.2719721
0270 - Level III Echocardiogram Without Contrast,ND,166,1525.043675,572.9457831
0270 - Level III Echocardiogram Without Contrast,NE,1338,2568.758356,561.6124066
0270 - Level III Echocardiogram Without Contrast,NH,813,2075.061292,618.1605904
0270 - Level III Echocardiogram Without Contrast,NJ,2440,3792.60343,643.9165164
0270 - Level III Echocardiogram Without Contrast,NM,192,2061.408229,563.0771875
0270 - Level III Echocardiogram Without Contrast,NV,337,4472.433145,618.8883086
0270 - Level III Echocardiogram Without Contrast,NY,3357,2929.719979,624.6961811
0270 - Level III Echocardiogram Without Contrast,OH,3863,3447.739107,544.2080585
0270 - Level III Echocardiogram Without Contrast,OK,693,2603.616638,529.2460173
0270 - Level III Echocardiogram Without Contrast,OR,683,2417.848521,609.6548755
0270 - Level III Echocardiogram Without Contrast,PA,4085,3499.01189,564.4815912
0270 - Level III Echocardiogram Without Contrast,RI,160,2971.62625,625.0031875
0270 - Level III Echocardiogram Without Contrast,SC,870,2349.776287,541.8367126
0270 - Level III Echocardiogram Without Contrast,SD,263,2213.71616,587.195057
0270 - Level III Echocardiogram Without Contrast,TN,2317,2501.93823,527.7243763
0270 - Level III Echocardiogram Without Contrast,TX,4439,3530.919824,549.8697162
0270 - Level III Echocardiogram Without Contrast,UT,1655,2198.334187,546.3206103
0270 - Level III Echocardiogram Without Contrast,VA,1450,3486.500338,553.1604483
0270 - Level III Echocardiogram Without Contrast,VT,387,2346.431292,599.8707752
0270 - Level III Echocardiogram Without Contrast,WA,1904,2413.546492,610.089438
0270 - Level III Echocardiogram Without Contrast,WI,2021,3079.501395,563.1644978
0270 - Level III Echocardiogram Without Contrast,WV,209,1652.509665,504.9239234
0270 - Level III Echocardiogram Without Contrast,WY,151,2803.691258,581.5621192
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AK,1733,2265.591616,402.9780842
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AL,30812,2882.058211,305.8480284
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AR,22407,2176.645223,316.4478404
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AZ,12026,2807.980385,377.1769491
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CA,73189,3734.010742,417.370487
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CO,17886,2914.987276,350.2619395
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CT,14957,2460.858278,387.741057
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,DC,4398,2225.600721,355.4947522
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,DE,5627,1594.374839,357.9163728
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,FL,61900,3334.111666,330.9575258
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,GA,36600,2733.376199,333.1515814
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,HI,3154,1772.525659,392.6940013
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IA,11331,2446.934512,321.7626723
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ID,5911,1429.409557,327.0921519
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IL,64434,3085.439616,342.9101648
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IN,37423,2571.500305,326.9344091
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,KS,14547,2260.156634,321.8322946
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,KY,32123,2530.226845,312.9204741
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,LA,19059,2481.638829,306.4879495
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MA,35128,2182.271108,420.4613895
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ME,8640,1555.949116,334.2270602
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MI,54254,1997.1659,333.8597644
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MN,17093,2007.179777,399.0312256
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MO,38164,2471.469681,323.2730264
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MS,19659,2892.46737,309.1632347
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MT,4791,1415.614661,347.9650386
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NC,51476,2508.545684,324.6615217
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ND,4187,1807.573079,351.9651111
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NE,7849,2764.779094,341.3475296
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NH,7977,2898.395927,377.9490021
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NJ,24106,3153.94753,393.3255737
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NM,6298,2605.660051,336.3727612
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NV,6097,2689.771153,384.0567607
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY,40673,2605.841603,371.3741391
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OH,60507,2467.468458,325.9060519
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OK,26434,2296.748082,311.5413021
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OR,8976,1834.983556,372.9312522
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,PA,60583,2873.216358,335.075645
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,RI,3094,2428.296797,378.704108
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,SC,24203,2703.690239,318.2899855
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,SD,5523,2242.987706,351.4539109
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,TN,38695,2811.03547,312.0876354
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,TX,92361,3136.490421,332.1594688
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,UT,9841,1849.850095,327.2436023
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,VA,41769,2811.635619,325.484048
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,VT,3625,2413.889581,350.712411
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WA,18783,2673.826262,372.355884
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WI,21949,2882.558131,338.5220434
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WV,14005,1956.066821,302.8269489
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WY,1616,1774.655866,365.7175309
0368 - Level II Pulmonary Tests,AK,505,324.6598812,72.21362376
0368 - Level II Pulmonary Tests,AL,3266,400.9796356,54.62741886
0368 - Level II Pulmonary Tests,AR,2383,229.1850818,56.58321863
0368 - Level II Pulmonary Tests,AZ,2646,416.7003817,63.60544974
0368 - Level II Pulmonary Tests,CA,17379,598.4785149,75.46937568
0368 - Level II Pulmonary Tests,CO,3148,412.1569886,63.32055591
0368 - Level II Pulmonary Tests,CT,3971,380.8025611,70.87215815
0368 - Level II Pulmonary Tests,DC,327,495.0586544,64.36100917
0368 - Level II Pulmonary Tests,DE,2035,286.2709484,63.61079115
0368 - Level II Pulmonary Tests,FL,10482,382.7733639,59.34142721
0368 - Level II Pulmonary Tests,GA,4427,320.3092365,59.46305173
0368 - Level II Pulmonary Tests,HI,484,270.0830579,66.20907025
0368 - Level II Pulmonary Tests,IA,3837,234.6177118,59.27278342
0368 - Level II Pulmonary Tests,ID,2251,166.936757,58.4766104
0368 - Level II Pulmonary Tests,IL,16617,314.3563212,61.551812
0368 - Level II Pulmonary Tests,IN,8256,250.9341109,59.47365673
0368 - Level II Pulmonary Tests,KS,3548,368.833991,58.67629087
0368 - Level II Pulmonary Tests,KY,4623,222.2044322,56.6903634
0368 - Level II Pulmonary Tests,LA,4639,365.1195904,56.31260401
0368 - Level II Pulmonary Tests,MA,11764,416.3014468,75.3667494
0368 - Level II Pulmonary Tests,ME,3874,161.834414,60.19839442
0368 - Level II Pulmonary Tests,MI,11639,211.1635836,60.77419967
0368 - Level II Pulmonary Tests,MN,6765,231.1410613,65.01035033
0368 - Level II Pulmonary Tests,MO,9220,284.3995889,58.29405206
0368 - Level II Pulmonary Tests,MS,1562,334.6547887,55.51431498
0368 - Level II Pulmonary Tests,MT,1912,157.0010669,63.0961454
0368 - Level II Pulmonary Tests,NC,9420,295.7928015,58.81717091
0368 - Level II Pulmonary Tests,ND,2464,149.2992898,62.54563312
0368 - Level II Pulmonary Tests,NE,1639,400.4132764,60.36900549
0368 - Level II Pulmonary Tests,NH,2354,256.6589805,66.265565
0368 - Level II Pulmonary Tests,NJ,5238,674.9784326,69.50530928
0368 - Level II Pulmonary Tests,NM,1288,275.7310481,61.46117236
0368 - Level II Pulmonary Tests,NV,843,464.66586,65.40412811
0368 - Level II Pulmonary Tests,NY,10369,290.7501977,65.68155463
0368 - Level II Pulmonary Tests,OH,18510,349.4133042,58.66484225
0368 - Level II Pulmonary Tests,OK,3318,280.3879355,57.0108469
0368 - Level II Pulmonary Tests,OR,2602,248.344535,65.91964258
0368 - Level II Pulmonary Tests,PA,17835,548.6017819,60.64529689
0368 - Level II Pulmonary Tests,RI,998,315.4828958,66.79663327
0368 - Level II Pulmonary Tests,SC,5358,271.9828294,57.90779209
0368 - Level II Pulmonary Tests,SD,1502,193.7055326,62.9423968
0368 - Level II Pulmonary Tests,TN,5681,283.9627882,56.71458194
0368 - Level II Pulmonary Tests,TX,14766,359.4167242,59.7178972
0368 - Level II Pulmonary Tests,UT,2127,146.8332628,58.91044194
0368 - Level II Pulmonary Tests,VA,9457,282.8757629,58.76409009
0368 - Level II Pulmonary Tests,VT,1038,369.1723796,64.767158
0368 - Level II Pulmonary Tests,WA,5291,265.2459686,65.88026271
0368 - Level II Pulmonary Tests,WI,6583,281.812593,61.0554185
0368 - Level II Pulmonary Tests,WV,2131,219.0525622,55.59514782
0368 - Level II Pulmonary Tests,WY,521,229.4739923,62.58168906
0369 - Level III Pulmonary Tests,AK,13,1132.028462,206.8223077
0369 - Level III Pulmonary Tests,AL,66,701.7060606,164.1389394
0369 - Level III Pulmonary Tests,AR,49,642.8004082,170.6481633
0369 - Level III Pulmonary Tests,AZ,256,686.1233594,161.7602344
0369 - Level III Pulmonary Tests,CA,563,1631.575062,224.5909769
0369 - Level III Pulmonary Tests,CO,93,1233.787527,187.0751613
0369 - Level III Pulmonary Tests,CT,155,1258.908323,213.9655484
0369 - Level III Pulmonary Tests,DC,55,1184.845636,191.6449091
0369 - Level III Pulmonary Tests,DE,131,991.2958015,193.2739695
0369 - Level III Pulmonary Tests,FL,404,1415.351312,179.2174505
0369 - Level III Pulmonary Tests,GA,409,780.3916626,179.0379218
0369 - Level III Pulmonary Tests,HI,14,585.3571429,214.5457143
0369 - Level III Pulmonary Tests,IA,173,1136.211329,174.9408092
0369 - Level III Pulmonary Tests,ID,90,675.9677778,177.3903333
0369 - Level III Pulmonary Tests,IL,669,1315.303453,185.053991
0369 - Level III Pulmonary Tests,IN,218,1308.674495,178.7433028
0369 - Level III Pulmonary Tests,KS,51,1252.399608,172.0537255
0369 - Level III Pulmonary Tests,KY,174,1599.806782,171.6590805
0369 - Level III Pulmonary Tests,LA,119,951.6413445,166.0996639
0369 - Level III Pulmonary Tests,MA,1123,762.150837,226.5464737
0369 - Level III Pulmonary Tests,ME,182,473.011044,181.9360989
0369 - Level III Pulmonary Tests,MI,558,561.7085842,185.3631541
0369 - Level III Pulmonary Tests,MN,1418,555.8048449,192.9996544
0369 - Level III Pulmonary Tests,MO,291,810.6693471,174.4297938
0369 - Level III Pulmonary Tests,MS,68,694.5591176,167.8717647
0369 - Level III Pulmonary Tests,MT,36,516.445,195.6852778
0369 - Level III Pulmonary Tests,NC,442,865.9844344,174.7638462
0369 - Level III Pulmonary Tests,ND,75,420.992,190.6389333
0369 - Level III Pulmonary Tests,NE,35,1099.666571,175.7611429
0369 - Level III Pulmonary Tests,NH,127,800.9911811,206.0084252
0369 - Level III Pulmonary Tests,NJ,574,1769.414564,206.4790767
0369 - Level III Pulmonary Tests,NM,43,883.055814,182.8295349
0369 - Level III Pulmonary Tests,NV,*,*,*
0369 - Level III Pulmonary Tests,NY,536,619.6245709,209.6929851
0369 - Level III Pulmonary Tests,OH,961,1243.992924,175.8083351
0369 - Level III Pulmonary Tests,OK,105,748.468381,170.4928571
0369 - Level III Pulmonary Tests,OR,374,690.7786364,192.9583422
0369 - Level III Pulmonary Tests,PA,801,1556.786167,182.5117353
0369 - Level III Pulmonary Tests,RI,100,577.9834,203.7225
0369 - Level III Pulmonary Tests,SC,221,1060.891629,176.1426244
0369 - Level III Pulmonary Tests,SD,23,547.2,173.4208696
0369 - Level III Pulmonary Tests,TN,243,1122.935432,171.8157613
0369 - Level III Pulmonary Tests,TX,353,1198.165637,176.107847
0369 - Level III Pulmonary Tests,UT,121,520.157438,180.3060331
0369 - Level III Pulmonary Tests,VA,380,819.1786053,180.3696579
0369 - Level III Pulmonary Tests,VT,195,1088.659949,195.2895897
0369 - Level III Pulmonary Tests,WA,239,861.9963598,195.2952301
0369 - Level III Pulmonary Tests,WI,341,1004.910762,181.0434604
0369 - Level III Pulmonary Tests,WV,162,831.1115432,165.0721605
0369 - Level III Pulmonary Tests,WY,*,*,*
0377 - Level II Cardiac Imaging,AK,625,3380.095712,779.125136
0377 - Level II Cardiac Imaging,AL,10203,5758.859922,589.6874998
0377 - Level II Cardiac Imaging,AR,9014,4398.771482,617.2989084
0377 - Level II Cardiac Imaging,AZ,6727,5889.865303,678.9577955
0377 - Level II Cardiac Imaging,CA,35740,6673.965048,792.1339231
0377 - Level II Cardiac Imaging,CO,8348,5262.635981,674.6455582
0377 - Level II Cardiac Imaging,CT,11697,4372.021971,762.4839343
0377 - Level II Cardiac Imaging,DC,1015,3398.295202,681.2464828
0377 - Level II Cardiac Imaging,DE,3123,2432.338444,692.9826321
0377 - Level II Cardiac Imaging,FL,34897,6078.162992,633.1253228
0377 - Level II Cardiac Imaging,GA,27239,5015.703697,632.8524957
0377 - Level II Cardiac Imaging,HI,2454,3452.7848,712.9765974
0377 - Level II Cardiac Imaging,IA,6447,3695.765935,645.3197735
0377 - Level II Cardiac Imaging,ID,4416,2894.438779,643.8677197
0377 - Level II Cardiac Imaging,IL,49059,5199.667353,661.8692505
0377 - Level II Cardiac Imaging,IN,24102,4829.958044,636.356541
0377 - Level II Cardiac Imaging,KS,11093,4148.65861,628.9380231
0377 - Level II Cardiac Imaging,KY,22544,4396.636517,609.0864336
0377 - Level II Cardiac Imaging,LA,6973,4076.01331,602.2169253
0377 - Level II Cardiac Imaging,MA,16845,3331.297645,809.6144108
0377 - Level II Cardiac Imaging,ME,4928,2213.374046,645.934929
0377 - Level II Cardiac Imaging,MI,36702,3146.412828,655.6948673
0377 - Level II Cardiac Imaging,MN,14214,3684.488853,698.3674708
0377 - Level II Cardiac Imaging,MO,27057,4265.489528,623.7600129
0377 - Level II Cardiac Imaging,MS,8159,4790.084233,598.3936144
0377 - Level II Cardiac Imaging,MT,2249,3276.615242,682.8952957
0377 - Level II Cardiac Imaging,NC,26019,4139.737214,626.9551236
0377 - Level II Cardiac Imaging,ND,3709,2749.861027,668.3235104
0377 - Level II Cardiac Imaging,NE,6423,4736.697769,650.5244107
0377 - Level II Cardiac Imaging,NH,3726,4534.999321,717.2298336
0377 - Level II Cardiac Imaging,NJ,25063,5740.494782,752.0851059
0377 - Level II Cardiac Imaging,NM,3161,4128.459079,661.0066783
0377 - Level II Cardiac Imaging,NV,4241,7541.178807,699.9806296
0377 - Level II Cardiac Imaging,NY,24340,3438.983928,722.5763817
0377 - Level II Cardiac Imaging,OH,38983,4154.679696,628.3875925
0377 - Level II Cardiac Imaging,OK,15755,4387.792922,611.7442076
0377 - Level II Cardiac Imaging,OR,4955,3476.092553,709.9847185
0377 - Level II Cardiac Imaging,PA,37841,4690.112712,646.266549
0377 - Level II Cardiac Imaging,RI,1062,4668.074115,715.2327307
0377 - Level II Cardiac Imaging,SC,15176,4680.251039,618.0137111
0377 - Level II Cardiac Imaging,SD,3877,3370.973735,694.2185891
0377 - Level II Cardiac Imaging,TN,30515,4494.486507,602.4216035
0377 - Level II Cardiac Imaging,TX,41155,5414.946169,630.87219
0377 - Level II Cardiac Imaging,UT,5542,3562.957571,632.9466041
0377 - Level II Cardiac Imaging,VA,17332,4481.861095,628.7650565
0377 - Level II Cardiac Imaging,VT,1897,3736.843057,697.5756616
0377 - Level II Cardiac Imaging,WA,13572,4932.672869,702.4486561
0377 - Level II Cardiac Imaging,WI,14112,4049.165753,656.6275744
0377 - Level II Cardiac Imaging,WV,7384,2894.593192,590.8843987
0377 - Level II Cardiac Imaging,WY,1227,4616.020187,691.083586
0604 - Level 1 Hospital Clinic Visits,AK,3929,125.1638712,62.61539068
0604 - Level 1 Hospital Clinic Visits,AL,15901,111.7465505,48.74014087
0604 - Level 1 Hospital Clinic Visits,AR,64086,118.590764,48.4465409
0604 - Level 1 Hospital Clinic Visits,AZ,41172,132.8583698,53.46731274
0604 - Level 1 Hospital Clinic Visits,CA,387988,121.2261306,63.65323842
0604 - Level 1 Hospital Clinic Visits,CO,74016,118.5188258,54.15700619
0604 - Level 1 Hospital Clinic Visits,CT,75010,148.7212737,60.94736675
0604 - Level 1 Hospital Clinic Visits,DC,3751,120.0103946,55.15519595
0604 - Level 1 Hospital Clinic Visits,DE,738,118.244458,55.20307588
0604 - Level 1 Hospital Clinic Visits,FL,140124,150.7867837,51.96068425
0604 - Level 1 Hospital Clinic Visits,GA,93229,135.356069,50.78713748
0604 - Level 1 Hospital Clinic Visits,HI,6809,104.3404406,57.86039213
0604 - Level 1 Hospital Clinic Visits,IA,45476,102.5665624,51.9459792
0604 - Level 1 Hospital Clinic Visits,ID,36494,82.13761742,51.96195895
0604 - Level 1 Hospital Clinic Visits,IL,289753,103.2087819,54.59573388
0604 - Level 1 Hospital Clinic Visits,IN,157229,105.2464734,51.22402159
0604 - Level 1 Hospital Clinic Visits,KS,46490,95.02264853,50.98394816
0604 - Level 1 Hospital Clinic Visits,KY,84796,92.54656953,50.32780744
0604 - Level 1 Hospital Clinic Visits,LA,71516,111.0823266,48.88643884
